date,close
01/01/15,242
01/02/15,298
01/03/15,276
01/04/15,295
01/05/15,313
01/06/15,257
01/07/15,270
01/08/15,278
01/09/15,315
01/10/15,289
01/11/15,283
01/12/15,275
