date,close
01/01/16,267
01/02/16,220
01/03/16,318
01/04/16,268
01/05/16,302
01/06/16,329
01/07/16,260
01/08/16,254
01/09/16,270
01/10/16,287
01/11/16,286
01/12/16,282
