date,close
01/01/16,212
01/02/16,146
01/03/16,192
01/04/16,181
01/05/16,203
01/06/16,210
01/07/16,198
01/08/16,205
01/09/16,202
01/10/16,214
01/11/16,233
01/12/16,217
