date,close
01/02/16,143
01/03/16,188
01/04/16,212
01/05/16,192
01/06/16,245
01/07/16,266
01/08/16,254
01/09/16,243
01/10/16,272
01/11/16,267
01/12/16,253
01/01/16,259
