date,close
01/01/16,300
01/02/16,223
01/03/16,241
01/04/16,263
01/05/16,344
01/06/16,303
01/07/16,267
01/08/16,306
01/09/16,297
01/10/16,299
01/11/16,328
01/12/16,323

