date,close
01/01/16,347
01/02/16,218
01/03/16,297
01/04/16,285
01/05/16,362
01/06/16,351
01/07/16,360
01/08/16,311
01/09/16,346
01/10/16,341
01/11/16,391
01/12/16,401
