date,close
01/01/15,229
01/02/15,291
01/03/15,296
01/04/15,277
01/05/15,301
01/06/15,253
01/07/15,276
01/08/15,254
01/09/15,273
01/10/15,254
01/11/15,278
01/12/15,273

