date,close
01/01/15,113
01/02/15,137
01/03/15,131
01/04/15,138
01/05/15,138
01/06/15,142
01/07/15,140
01/08/15,145
01/09/15,166
01/10/15,150
01/11/15,165
01/12/15,147
