date,close
01/01/15,249
01/02/15,251
01/03/15,288
01/04/15,252
01/05/15,261
01/06/15,256
01/07/15,276
01/08/15,269
01/09/15,300
01/10/15,309
01/11/15,266
01/12/15,250
