date,close
01/01/15,42
01/02/15,36
01/03/15,53
01/04/15,50
01/05/15,78
01/06/15,71
01/07/15,53
01/08/15,54
01/09/15,53
01/10/15,55
01/11/15,66
01/12/15,56
