date,close
01/01/15,164
01/02/15,165
01/03/15,195
01/04/15,178
01/05/15,208
01/06/15,165
01/07/15,178
01/08/15,171
01/09/15,199
01/10/15,188
01/11/15,194
01/12/15,203
