date,close
01/01/15,146
01/02/15,188
01/03/15,193
01/04/15,180
01/05/15,169
01/06/15,171
01/07/15,224
01/08/15,180
01/09/15,216
01/10/15,206
01/11/15,222
01/12/15,192

