date,close
01/01/15,188
01/02/15,297
01/03/15,282
01/04/15,246
01/05/15,264
01/06/15,248
01/07/15,266
01/08/15,259
01/09/15,297
01/10/15,280
01/11/15,237
01/12/15,236
